platform,model,fold,time,roc_auc,best_threshold,true_wash_pct,pred_wash_pct,abs_error_pct
Blur,Random Forest,1,42.259050369262695,0.7214352426587548,0.495050505050505,58.350604644612545,57.961373001073454,0.389231643539091
Blur,Random Forest,2,32.491979122161865,0.7225087373992948,0.495050505050505,57.850437748716146,58.18429033812694,0.333852589410796
Blur,XGBoost,1,46.68325066566467,0.7590646140639012,0.5544444444444444,58.350604644612545,58.82683625240048,0.4762316077879376
Blur,XGBoost,2,47.07051372528076,0.7591539323331419,0.5643434343434344,57.850437748716146,57.64555557075561,0.20488217796053476
