sellerFee_amount,round_level,cumu_wash_percent_opt,buyer_24h_trade_count,buyer_7d_trade_count,seller_24h_trade_count,seller_7d_trade_count,buyer_24h_nfttrade_count,buyer_7d_nfttrade_count,seller_24h_nfttrade_count,seller_7d_nfttrade_count,buyer_nft_all_trade_count,seller_nft_all_trade_count,price_deviation,time_since_last_trade,hours,platform,model,fold
0.02975295734250137,0.0007271794849437814,0.003869114446011125,0.11483311590226528,0.2555796111323603,0.019990447146584288,0.09540624600785311,0.07587967250067984,0.104748128967231,0.005807979986183286,0.027215566542131923,0.14214084135089122,0.03820217570720192,0.002621982357430711,0.08261892370022855,0.0006060574255023997,Blur,Random Forest,1
0.03711226727256592,0.0008710225352959411,0.004122122345497374,0.11462051053122609,0.25567492160275507,0.018491449739236988,0.09577547219117201,0.07551579851512902,0.1056809594045045,0.006513029328154889,0.023731914525192122,0.146945597046592,0.03824360388502673,0.002252529127876589,0.07394266943634481,0.0005061325134300348,Blur,Random Forest,2
0.045053157955408096,0.021653199568390846,0.028631817549467087,0.045329123735427856,0.2278893142938614,0.0321614146232605,0.08802156895399094,0.02187102660536766,0.04688122123479843,0.02509399503469467,0.033057503402233124,0.15985243022441864,0.07216829061508179,0.02415217086672783,0.0984894186258316,0.02969438023865223,Blur,XGBoost,1
0.047757577151060104,0.02188616432249546,0.02844560705125332,0.04766321927309036,0.24064047634601593,0.031857654452323914,0.08530893176794052,0.021630367264151573,0.046610027551651,0.027000976726412773,0.029964005574584007,0.14993885159492493,0.07610628753900528,0.025414858013391495,0.0878923088312149,0.03188272938132286,Blur,XGBoost,2
