platform,model,fold,time,roc_auc,best_threshold,true_wash_pct,pred_wash_pct,abs_error_pct
gox,Random Forest,1,54.98422622680664,0.8594944791059893,0.6633333333333333,33.919133934195145,33.73572131997162,0.18341261422352773
gox,Random Forest,2,51.40606641769409,0.8579437599130799,0.6633333333333333,34.49033102718711,33.95731451494164,0.5330165122454673
